gene	pLI
PPME1	9.9904e-01
GRIA3	9.9976e-01
NFKBIA	9.9452e-01
TENM1	1.0000e+00
CYBB	9.9904e-01
SCAF11	1.0000e+00
TBX18	9.9905e-01
SEC24B	1.0000e+00
ZNF280C	9.9899e-01
ATN1	9.9992e-01
EXOC8	9.9902e-01
BHLHE40	9.9444e-01
SH3KBP1	9.9899e-01
SKI	9.9901e-01
DCUN1D5	9.9432e-01
SOGA1	1.0000e+00
CHM	9.9899e-01
RBFOX2	9.9902e-01
RAE1	9.9902e-01
RUVBL1	9.9902e-01
SMEK1	9.9992e-01
TBR1	9.9901e-01
PSMD13	9.9901e-01
GLI3	9.9999e-01
SGIP1	9.9997e-01
FOXP3	9.9424e-01
KIAA0232	9.9999e-01
WDR44	9.9972e-01
CACNG3	9.9417e-01
SIN3B	9.9999e-01
ATRN	1.0000e+00
KLHL15	9.9422e-01
ACTR2	9.9896e-01
GLYR1	9.9973e-01
CLIP2	9.9997e-01
PDS5A	1.0000e+00
PIK3CD	9.9999e-01
ROCK1	1.0000e+00
SALL1	9.9971e-01
ATXN7L3	9.9892e-01
FGD1	9.9970e-01
LINGO1	9.9413e-01
TNFAIP3	9.9972e-01
NUFIP2	9.9891e-01
RIC8B	9.9892e-01
IL1RAPL1	9.9886e-01
POU2F2	9.9884e-01
COPS4	9.9886e-01
DNAJC13	1.0000e+00
XRN1	1.0000e+00
ANKRD12	1.0000e+00
PACSIN1	9.9887e-01
RAPGEF2	1.0000e+00
ETS2	9.9888e-01
HCFC2	9.9989e-01
PAIP1	9.9884e-01
LAMC1	1.0000e+00
SSBP3	9.9968e-01
NEDD4L	1.0000e+00
KIAA0368	1.0000e+00
PDGFC	9.9374e-01
KIAA2022	9.9968e-01
IPO13	9.9998e-01
PSMA5	9.9376e-01
YY1	9.9380e-01
ASXL3	1.0000e+00
PA2G4	9.9876e-01
DLGAP2	9.9989e-01
MPPED2	9.9349e-01
CPSF7	9.9873e-01
VCAN	1.0000e+00
PAX8	9.9869e-01
PRKCE	9.9988e-01
KCTD16	9.9329e-01
KIF4A	9.9998e-01
DAB2IP	9.9995e-01
SIPA1L3	1.0000e+00
TOX	9.9869e-01
NTNG2	9.9866e-01
CLASP2	1.0000e+00
HERC2	1.0000e+00
DCAF8	9.9960e-01
STIP1	9.9987e-01
ACIN1	1.0000e+00
HSPA8	9.9863e-01
RPL6	9.9326e-01
SETDB1	1.0000e+00
NFIA	9.9959e-01
RNF220	9.9958e-01
JPH3	9.9855e-01
CACNA1I	1.0000e+00
RFWD2	9.9994e-01
STAT5A	9.9994e-01
GATAD2A	9.9957e-01
COL1A2	1.0000e+00
DMXL1	1.0000e+00
AP1G1	9.9998e-01
OSBPL6	9.9999e-01
USP19	9.9999e-01
SMARCA2	1.0000e+00
ARHGAP21	1.0000e+00
CAMSAP2	9.9999e-01
PHF1	9.9956e-01
PRKCG	9.9985e-01
KIAA1244	1.0000e+00
PDZD8	9.9984e-01
BTBD11	9.9993e-01
UNC5A	9.9983e-01
CTDSP1	9.9254e-01
CELF5	9.9844e-01
RBM14	9.9843e-01
TRAPPC10	9.9999e-01
CYLD	9.9993e-01
FTSJ1	9.9254e-01
ATP9A	9.9999e-01
BRSK1	9.9982e-01
NFAT5	1.0000e+00
ATF7	9.9840e-01
IL21R	9.9835e-01
RBM39	9.9981e-01
EIF4A2	9.9835e-01
MORC2	9.9999e-01
FBN2	1.0000e+00
ZC3H12B	9.9835e-01
CSNK1G3	9.9947e-01
PDE4D	9.9980e-01
GNAL	9.9829e-01
PITPNM3	9.9992e-01
UBE3A	9.9980e-01
ZNF512B	9.9992e-01
BHLHE41	9.9212e-01
SETD2	1.0000e+00
SMARCD1	9.9947e-01
RBM27	9.9999e-01
SLC9A6	9.9833e-01
TOMM40	9.9218e-01
RIMS2	1.0000e+00
ANKIB1	9.9996e-01
CDK1	9.9206e-01
FBXO41	9.9944e-01
MAPK8	9.9823e-01
GLG1	1.0000e+00
PTPRC	1.0000e+00
RASGRF1	9.9999e-01
ACHE	9.9827e-01
HMGCS1	9.9824e-01
QSER1	9.9999e-01
ATAD5	1.0000e+00
SF3B4	9.9176e-01
DDI2	9.9819e-01
EP400	1.0000e+00
PAPD5	9.9943e-01
GCN1L1	1.0000e+00
CORO1C	9.9813e-01
IL2RG	9.9152e-01
MBD6	9.9937e-01
ARHGAP30	9.9990e-01
PPP5C	9.9938e-01
LMNA	9.9940e-01
RAB11A	9.9151e-01
SYNCRIP	9.9939e-01
SOX10	9.9166e-01
BRAF	9.9995e-01
SVOP	9.9938e-01
HNRNPR	9.9935e-01
RPGR	9.9804e-01
WNK2	1.0000e+00
MAPRE1	9.9129e-01
WDR45	9.9145e-01
MEPCE	9.9804e-01
BRINP2	9.9936e-01
C11orf84	9.9142e-01
NPAS3	9.9974e-01
USP15	9.9997e-01
ZC3H13	1.0000e+00
DGCR8	9.9973e-01
CACNA1G	1.0000e+00
ING3	9.9933e-01
CSMD1	1.0000e+00
ERCC6L	9.9932e-01
DNAJA2	9.9796e-01
TAF5	9.9973e-01
C10orf12	9.9974e-01
KIF26B	9.9999e-01
RP11-159G9.5	9.9105e-01
UBN1	9.9995e-01
MTSS1	9.9970e-01
ASTN1	9.9998e-01
NCOA5	9.9926e-01
OTUD4	9.9997e-01
SORT1	9.9987e-01
UCHL1	9.9095e-01
LEF1	9.9789e-01
FRY	1.0000e+00
MAP3K7	9.9971e-01
LCK	9.9926e-01
ZNF445	9.9970e-01
IGF2R	1.0000e+00
BTBD18	9.9782e-01
CHRM1	9.9059e-01
ASH2L	9.9968e-01
ACTN1	9.9997e-01
ATF7IP	9.9993e-01
ATP6AP1	9.9079e-01
HSP90AB1	9.9923e-01
PDE10A	9.9986e-01
RFX2	9.9970e-01
COPB1	9.9994e-01
RNF111	9.9987e-01
TBC1D10B	9.9922e-01
WDR33	1.0000e+00
NRG2	9.9925e-01
UBN2	9.9993e-01
UBR2	1.0000e+00
FAM193A	9.9993e-01
SLC6A8	9.9778e-01
SARS	9.9925e-01
MLLT4	1.0000e+00
SRCIN1	9.9987e-01
CACNA1D	1.0000e+00
ST5	9.9996e-01
MAP3K1	9.9998e-01
IGSF1	9.9993e-01
COG3	9.9993e-01
JAK1	9.9998e-01
RAB14	9.9047e-01
EVI5L	9.9985e-01
DYRK1A	9.9967e-01
NEURL4	9.9999e-01
DAB1	9.9915e-01
KCNH4	9.9984e-01
ARHGEF11	1.0000e+00
CCAR1	9.9999e-01
THSD7A	1.0000e+00
SOX6	9.9984e-01
FGFR1	9.9984e-01
TTYH3	9.9916e-01
ROCK2	1.0000e+00
ANKS1B	9.9998e-01
NFASC	9.9999e-01
WASF1	9.9757e-01
SENP6	9.9998e-01
CSNK1A1	9.9758e-01
WDR48	9.9985e-01
GCLM	9.9011e-01
RPS8	9.9003e-01
FAF2	9.9911e-01
HS6ST3	9.9001e-01
RBM4	9.9005e-01
CSNK1G1	9.9911e-01
ACACA	1.0000e+00
COL11A1	1.0000e+00
U2AF1	9.8990e-01
ATP7A	9.9983e-01
TPX2	9.9981e-01
NUMA1	1.0000e+00
NR2F2	9.8972e-01
TCF4	9.9981e-01
HTATSF1	9.9740e-01
TRAF6	9.9739e-01
RSRC2	9.9905e-01
SNRPA1	9.8984e-01
SNW1	9.9961e-01
NXN	9.9725e-01
CCT4	9.9903e-01
SAMD4A	9.9958e-01
RGAG1	9.9731e-01
ZMIZ2	9.9981e-01
ANP32A	9.8961e-01
GPM6A	9.8962e-01
ITCH	9.9997e-01
XRCC6	9.9904e-01
AGO4	9.9990e-01
DDX39B	9.9725e-01
ZNF536	9.9958e-01
HNRNPA2B1	9.9732e-01
EWSR1	9.9981e-01
NUMBL	9.9902e-01
STRBP	9.9958e-01
CPEB1	9.9899e-01
SUV39H1	9.8957e-01
FOXP2	9.9994e-01
RXRB	9.9719e-01
SP2	9.9721e-01
AQR	1.0000e+00
SEMA3F	9.9989e-01
SMG7	9.9998e-01
SRP54	9.9895e-01
KDM3A	9.9999e-01
FRS2	9.9721e-01
BRD2	9.9957e-01
ADAMTS6	9.9998e-01
GIT1	9.9978e-01
ATP13A3	9.9998e-01
RAB2A	9.8913e-01
ASAP2	9.9996e-01
PRKAR2B	9.9713e-01
SMARCB1	9.9710e-01
STAT5B	9.9988e-01
HAUS7	9.8913e-01
SYCP1	9.9997e-01
YTHDF3	9.9704e-01
ARHGAP44	9.9988e-01
MAP2K4	9.9709e-01
WDR1	9.9892e-01
NR2C2	9.9892e-01
ARHGAP23	9.9988e-01
SEMA6A	9.9976e-01
BCL3	9.8871e-01
MGAT1	9.8879e-01
SOCS6	9.8865e-01
AFF3	9.9996e-01
RP11-1055B8.7	9.9999e-01
FNDC3A	9.9998e-01
DPYSL3	9.9887e-01
C17orf85	9.9949e-01
ITSN1	1.0000e+00
NOL4	9.9949e-01
PROX1	9.9884e-01
CAMKV	9.9696e-01
ZBTB38	9.9949e-01
UBQLN1	9.9884e-01
ATXN7L1	9.9884e-01
LYN	9.9886e-01
SMAD4	9.9881e-01
BRWD1	1.0000e+00
ELAVL1	9.8849e-01
SF3B2	9.9992e-01
CLCN3	9.9973e-01
SLIT1	9.9999e-01
TUBB2B	9.8840e-01
PHF19	9.9946e-01
FAM135B	9.9996e-01
FCHO2	9.9973e-01
PRDM2	9.9996e-01
DNAJC6	9.9986e-01
ATP2B3	9.9945e-01
RAPGEF1	9.9995e-01
NTN1	9.9687e-01
FEZF2	9.8860e-01
FBXO32	9.9692e-01
PTBP2	9.9883e-01
EFNB2	9.8845e-01
CDK17	9.9947e-01
MAML3	9.9984e-01
THRB	9.9676e-01
MORC3	9.9985e-01
RAPH1	9.9985e-01
CREB1	9.9673e-01
IREB2	9.9991e-01
GDF6	9.8833e-01
OLFM1	9.9679e-01
SLC25A14	9.8821e-01
SLC16A2	9.8828e-01
TRAF3	9.9869e-01
MAST3	9.9991e-01
SPAST	9.9939e-01
USP32	1.0000e+00
LRP8	9.9983e-01
GJC1	9.8795e-01
GABBR1	9.9991e-01
PPP1R8	9.8791e-01
BMP2	9.8799e-01
P4HB	9.9662e-01
GDA	9.9867e-01
IQSEC1	9.9969e-01
KPNA6	9.9940e-01
LHX2	9.8812e-01
NFIB	9.9861e-01
WIZ	9.9865e-01
ZBTB43	9.8767e-01
BMPR1B	9.9863e-01
TTC17	9.9996e-01
PSMA7	9.8768e-01
E2F1	9.8770e-01
LIMK1	9.9937e-01
APC2	9.9994e-01
CSF1	9.9634e-01
VAV1	9.9993e-01
IGF2BP1	9.9933e-01
UFD1L	9.9638e-01
CDKL5	9.9932e-01
MIER3	9.9856e-01
CCT2	9.9853e-01
SHROOM4	9.9965e-01
TBX21	9.9636e-01
HNRNPUL2	9.9979e-01
CARD11	9.9995e-01
PCNX	1.0000e+00
PCNXL3	9.9999e-01
SCHIP1	9.8715e-01
RAD23B	9.9630e-01
PRPF4	9.9930e-01
COL6A1	9.9995e-01
DCLK1	9.9964e-01
STK40	9.9624e-01
FANCB	9.9631e-01
SETD5	9.9997e-01
HNRNPD	9.9621e-01
TCERG1	9.9996e-01
GNL1	9.9928e-01
CPEB3	9.9846e-01
PYGO1	9.8683e-01
CUL3	9.9960e-01
LZTS3	9.9616e-01
KIF5A	9.9995e-01
INO80D	9.9962e-01
SAFB2	9.9979e-01
NAA30	9.8682e-01
PCBP2	9.9617e-01
ZNF384	9.9842e-01
LATS1	9.9987e-01
MAML2	9.9987e-01
CAMK1D	9.9620e-01
TRIM46	9.9925e-01
PIK3R1	9.9978e-01
IL6ST	9.9978e-01
ARHGAP6	9.9845e-01
REL	9.9836e-01
MAGED1	9.9831e-01
GABRA2	9.9598e-01
JAKMIP1	9.9986e-01
PLXNA4	9.9999e-01
CACNA2D2	9.9997e-01
SNAP25	9.8653e-01
CCND2	9.8658e-01
FAM168A	9.8674e-01
PATZ1	9.9598e-01
DENND1A	9.9976e-01
KDM7A	9.9986e-01
SOX30	9.9825e-01
WDTC1	9.9915e-01
THOC1	9.9955e-01
FMNL1	9.9985e-01
MRTO4	9.8629e-01
STK39	9.9916e-01
IPO9	9.9990e-01
HERPUD1	9.9582e-01
REEP1	9.8632e-01
GPS1	9.9819e-01
PLRG1	9.9911e-01
UBE2K	9.8621e-01
PSMA6	9.8619e-01
CNOT6L	9.9821e-01
AGAP1	9.9984e-01
CSNK1D	9.9577e-01
CELF4	9.9817e-01
RDH10	9.8594e-01
MAP2K7	9.9552e-01
GABPA	9.9812e-01
KIF13A	9.9999e-01
FAM169A	9.9907e-01
ACTB	9.8564e-01
NUP205	1.0000e+00
GNL3L	9.9558e-01
PABPC4	9.9905e-01
RALGAPA1	9.9999e-01
FADS2	9.9815e-01
FBXW7	9.9949e-01
TMEM132D	9.9907e-01
ATP11C	9.9970e-01
CASKIN2	9.9971e-01
NUDT21	9.8576e-01
BACH2	9.9803e-01
PTPRM	9.9998e-01
HMBOX1	9.9805e-01
SOCS7	9.9807e-01
HNRNPA3	9.9543e-01
MAGED2	9.9538e-01
PTGES3	9.8536e-01
SRSF11	9.9806e-01
LSM14B	9.9530e-01
NCSTN	9.9942e-01
AIFM1	9.9795e-01
ZNF704	9.9532e-01
TTBK1	9.9967e-01
PBX2	9.9532e-01
YIPF5	9.8529e-01
KBTBD2	9.9795e-01
SLC30A1	9.8532e-01
KIAA1468	9.9993e-01
ZNF827	9.9965e-01
PICALM	9.9896e-01
PRKG1	9.9938e-01
YWHAE	9.8479e-01
CRTC2	9.9891e-01
PSMD6	9.9518e-01
SMC2	9.9990e-01
THBS1	9.9985e-01
MAN1A2	9.9892e-01
GMEB2	9.9495e-01
SCFD1	9.9962e-01
TNFRSF1A	9.9490e-01
SSBP2	9.9777e-01
CDYL	9.9504e-01
REV1	9.9989e-01
POLD3	9.9776e-01
ESRP1	9.9934e-01
FUS	9.9930e-01
RARG	9.9478e-01
EPB41L4B	9.9972e-01
NDC1	9.9932e-01
MSI2	9.9478e-01
RBM14-RBM4	9.8438e-01
ZMAT2	9.8418e-01
AZIN1	9.9485e-01
CRIM1	9.9971e-01
PPP1R7	9.9458e-01
RNF40	9.9987e-01
MTMR1	9.9760e-01
PRPF39	9.9875e-01
EVL	9.9761e-01
HEXIM1	9.8396e-01
DLG4	9.9954e-01
KANSL1	9.9972e-01
AMIGO1	9.8411e-01
DAZL	9.9449e-01
RPL3	9.9441e-01
CAMSAP1	9.9985e-01
MDGA2	9.9922e-01
TLE1	9.9922e-01
LMTK2	9.9978e-01
HCN4	9.9867e-01
CHMP6	9.8358e-01
ACTN2	9.9968e-01
HDAC7	9.9969e-01
HELLS	9.9979e-01
ENG	9.9858e-01
SLMAP	9.9976e-01
C6orf62	9.8336e-01
CACNA1B	9.9998e-01
KHDRBS1	9.9423e-01
TRIB2	9.8349e-01
VEZF1	9.9423e-01
HERC1	1.0000e+00
CCND3	9.8347e-01
GSPT2	9.8321e-01
TXLNA	9.9731e-01
MED15	9.9974e-01
FBXL5	9.9854e-01
PCSK2	9.9853e-01
FOSL2	9.8293e-01
CAMK2G	9.9910e-01
SH3GLB1	9.9407e-01
SLC2A1	9.9410e-01
TAOK2	9.9976e-01
TAOK3	9.9975e-01
TSHZ1	9.9730e-01
FBXO33	9.9417e-01
YTHDF1	9.9420e-01
YWHAB	9.8314e-01
TMEM259	9.9408e-01
UBA2	9.9851e-01
RBPJ	9.9853e-01
ITPK1	9.9389e-01
RPS6KA5	9.9909e-01
SHH	9.8258e-01
PDLIM4	9.8283e-01
SRSF1	9.8268e-01
FOXJ2	9.9846e-01
MEMO1	9.9390e-01
BCL9L	9.9939e-01
TOPORS	9.9904e-01
IGBP1	9.8274e-01
LRCH2	9.9713e-01
TOMM70A	9.9841e-01
NOVA2	9.8259e-01
SLC38A2	9.9709e-01
DCHS1	9.9997e-01
SRGAP3	9.9970e-01
PHC1	9.9938e-01
DDB1	9.9979e-01
PCDH1	9.9838e-01
SCAI	9.9936e-01
PPP4R1	9.9958e-01
PTK2	9.9987e-01
PLAGL2	9.8253e-01
MEF2D	9.9705e-01
RPL18A	9.8228e-01
TNFSF13B	9.8193e-01
PIM3	9.8192e-01
GMPS	9.9825e-01
GRID1	9.9931e-01
HNRNPL	9.9685e-01
NONO	9.9350e-01
ELL2	9.9824e-01
DNAJC11	9.9893e-01
GRM7	9.9896e-01
TMEM131	9.9995e-01
LONP1	9.9930e-01
SRC	9.9691e-01
HSPA4	9.9954e-01
KIAA1211L	9.9694e-01
SPI1	9.8206e-01
TRIM27	9.9685e-01
CEPT1	9.9351e-01
RPL19	9.8197e-01
EPS15L1	9.9964e-01
KPNA1	9.9818e-01
CACNA2D1	9.9989e-01
STK11	9.9340e-01
GABRD	9.9345e-01
EIF5B	9.9981e-01
UHRF2	9.9928e-01
CELSR3	9.9998e-01
BRD1	9.9949e-01
KLF7	9.8178e-01
RAB11FIP3	9.9820e-01
RABL6	9.9817e-01
GRAMD1B	9.9929e-01
PUF60	9.9677e-01
FBL	9.9319e-01
TBX2	9.9329e-01
ZRANB1	9.9885e-01
ATP2A2	9.9945e-01
FLT1	9.9983e-01
ACTL6A	9.9665e-01
HERC4	9.9961e-01
AKAP4	9.9323e-01
JADE1	9.9885e-01
TRA2B	9.9312e-01
BCAR1	9.9808e-01
ADD3	9.9880e-01
PSMC6	9.9662e-01
POLR1B	9.9946e-01
PRPF40B	9.9963e-01
ASTN2	9.9971e-01
GRIA2	9.9916e-01
LNPEP	9.9957e-01
RLIM	9.9301e-01
RASIP1	9.9803e-01
NAV2	9.9995e-01
ILF2	9.9650e-01
NUS1	9.8117e-01
NPTN	9.9304e-01
WT1	9.9648e-01
CLOCK	9.9957e-01
KCNH3	9.9919e-01
TOP2B	9.9989e-01
DCTN2	9.9653e-01
NCOA1	9.9981e-01
RHEB	9.8119e-01
ANKRD34A	9.8103e-01
HDAC9	9.9973e-01
ANKRD13C	9.9793e-01
WWP1	9.9966e-01
ZNF319	9.9285e-01
WDR18	9.9271e-01
CBX8	9.9270e-01
LENG8	9.9938e-01
KAL1	9.9793e-01
LRRC8B	9.9619e-01
ZBTB21	9.9778e-01
MORC4	9.9783e-01
ARHGAP29	9.9964e-01
NELL2	9.9952e-01
PDE8B	9.9905e-01
ZNF281	9.9624e-01
ARFGEF2	9.9993e-01
PHF13	9.8042e-01
INPP4A	9.9952e-01
MUC5B	9.9999e-01
KDR	9.9982e-01
BAI2	9.9982e-01
NLGN4X	9.9267e-01
LRP2	9.9999e-01
CHRM3	9.9253e-01
PITPNC1	9.9252e-01
ZNF496	9.9624e-01
USF2	9.9253e-01
PDIA3	9.9608e-01
FLNC	9.9994e-01
MTMR4	9.9959e-01
TRIP13	9.9606e-01
ACE2	9.9769e-01
KIRREL	9.9855e-01
CELSR1	9.9994e-01
HGF	9.9947e-01
RYR2	9.9999e-01
TM9SF4	9.9900e-01
FAM160B1	9.9898e-01
SYN1	9.9216e-01
CAD	9.9993e-01
FAF1	9.9895e-01
FNIP1	9.9957e-01
ETF1	9.9600e-01
INHBA	9.7979e-01
SLC30A10	9.7952e-01
STT3B	9.9896e-01
MRC1L1	9.9765e-01
MEX3A	9.7977e-01
CAMK2A	9.9845e-01
INTS3	9.9972e-01
RNPS1	9.7980e-01
NFE2L1	9.9759e-01
SLC6A3	9.9758e-01
CELSR2	9.9994e-01
TFAP2D	9.9199e-01
PIK3CB	9.9964e-01
ZC3H12C	9.9838e-01
DOPEY1	9.9993e-01
ZMIZ1	9.9937e-01
ZYG11B	9.9836e-01
SKIDA1	9.9193e-01
SEPT9	9.9579e-01
SCUBE3	9.9939e-01
KLF6	9.7946e-01
SFMBT2	9.9939e-01
DNM1	9.9917e-01
ZNFX1	9.9983e-01
RBBP4	9.9565e-01
LEMD3	9.9877e-01
RUSC2	9.9949e-01
AKAP6	9.9983e-01
TMEM132B	9.9876e-01
RBM15B	9.9557e-01
ZNF644	9.9914e-01
AUTS2	9.9934e-01
SIM1	9.9828e-01
FAT3	9.9995e-01
TP53BP1	9.9985e-01
HECW1	9.9982e-01
NEGR1	9.9173e-01
XPO5	9.9971e-01
SVEP1	9.9995e-01
SCAF1	9.9819e-01
DLGAP1	9.9875e-01
DLX2	9.7847e-01
TTYH1	9.9539e-01
CSNK1G2	9.9138e-01
RAB35	9.7845e-01
PIAS2	9.9718e-01
ADCY5	9.9928e-01
GRM5	9.9872e-01
BOD1L1	9.9985e-01
PTPRS	9.9983e-01
EDNRA	9.9158e-01
NRXN1	9.9964e-01
ARHGAP32	9.9978e-01
FRMD5	9.9724e-01
VPS54	9.9929e-01
UBE2R2	9.7816e-01
AMMECR1L	9.9130e-01
CCT6A	9.9532e-01
TCFL5	9.9128e-01
PBX1	9.9527e-01
TCP1	9.9527e-01
IRF1	9.9090e-01
PRKAG2	9.9692e-01
LRP12	9.9799e-01
EBF1	9.9697e-01
FAM131B	9.9092e-01
SOS2	9.9955e-01
RAD21	9.9701e-01
MOSPD2	9.9105e-01
STXBP5	9.9956e-01
KCNJ3	9.9108e-01
POLR1A	9.9980e-01
TP73	9.9696e-01
CWC15	9.7769e-01
NDFIP1	9.7747e-01
EPHB1	9.9850e-01
PHLPP1	9.9927e-01
MAGI2	9.9943e-01
PPP2R2A	9.9495e-01
ZNF618	9.9842e-01
HECW2	9.9970e-01
USP1	9.9691e-01
PHACTR3	9.9687e-01
FBXL20	9.9691e-01
BRD7	9.9774e-01
MTMR3	9.9937e-01
CDK16	9.9480e-01
HMGXB3	9.9900e-01
MARK4	9.9777e-01
FAM208A	9.9954e-01
CALD1	9.9879e-01
PPP2R4	9.9057e-01
DLC1	9.9948e-01
ELF2	9.9482e-01
LIN9	9.9771e-01
NRG1	9.9665e-01
NRXN2	9.9934e-01
GRIA1	9.9869e-01
STMN2	9.7687e-01
TSKS	9.9652e-01
IRF2BP1	9.9024e-01
TMEM57	9.9757e-01
NTRK3	9.9830e-01
TFAP2B	9.9023e-01
DKFZP761J1410	9.9025e-01
DEF6	9.9768e-01
MKL1	9.9768e-01
SMAD2	9.9661e-01
MBD3	9.7650e-01
CBX1	9.7622e-01
HMGCR	9.9861e-01
PLAGL1	9.7640e-01
TRIM8	9.9438e-01
SLC8A2	9.9633e-01
DSP	9.9978e-01
PPP1R37	9.9448e-01
OSBP	9.9855e-01
PITX2	9.7618e-01
ADCY2	9.9898e-01
DAAM1	9.9918e-01
DOCK2	9.9969e-01
TTBK2	9.9875e-01
DUSP6	9.7603e-01
RPS6	9.7590e-01
EXT1	9.9732e-01
PHF20	9.9875e-01
RPS18	9.7590e-01
STXBP5L	9.9926e-01
TFAP2A	9.8964e-01
PCNA	9.7606e-01
YLPM1	9.9965e-01
ERF	9.8968e-01
CIT	9.9970e-01
GNAO1	9.8963e-01
MKRN1	9.9421e-01
NR5A1	9.8960e-01
ZBTB1	9.9407e-01
KCNB2	9.9613e-01
KCNC1	9.8957e-01
GRIK2	9.9841e-01
PKNOX1	9.9401e-01
RELB	9.9400e-01
ARRB1	9.9394e-01
CAMTA2	9.9918e-01
RAB8A	9.7543e-01
RAN	9.7576e-01
ATG4A	9.8953e-01
PLXNA1	9.9951e-01
CBX6	9.7568e-01
DLG5	9.9948e-01
PHF8	9.9785e-01
DDX4	9.9826e-01
OPN1LW	9.7535e-01
PPP2CA	9.8930e-01
PTGS2	9.9597e-01
TPP2	9.9912e-01
HUNK	9.9589e-01
AP1B1	9.9828e-01
AP2B1	9.9830e-01
CBFA2T2	9.9585e-01
ARHGAP5	9.9862e-01
DBN1	9.9705e-01
MSI1	9.9357e-01
TENM3	9.9955e-01
FCHO1	9.9845e-01
HSPH1	9.9822e-01
ST7	9.9703e-01
TEAD3	9.9362e-01
ITGB8	9.9767e-01
SMAP1	9.9357e-01
CCNL1	9.9575e-01
SLC9A7	9.9352e-01
EYA3	9.9702e-01
VRTN	9.8901e-01
CTDNEP1	9.7468e-01
RRAS2	9.7463e-01
NFATC3	9.9813e-01
FBXO38	9.9879e-01
MORF4L1	9.9339e-01
CHRM4	9.7439e-01
HECTD2	9.9806e-01
SBF1	9.9933e-01
SLC44A1	9.9676e-01
NKD1	9.9344e-01
GNB2	9.8876e-01
FAM135A	9.9893e-01
ARPC4	9.7453e-01
NMNAT2	9.8853e-01
NMT1	9.9550e-01
ERBB4	9.9912e-01
SESTD1	9.9802e-01
ATRNL1	9.9915e-01
PAPOLG	9.9790e-01
DIP2B	9.9924e-01
GIT2	9.9793e-01
NCOA6	9.9913e-01
AMOT	9.9666e-01
PSIP1	9.9668e-01
PDHA1	9.8842e-01
CBLB	9.9825e-01
EDA	9.7391e-01
SLC4A8	9.9849e-01
HDGFRP3	9.7380e-01
RABEP1	9.9851e-01
IWS1	9.9727e-01
AGAP2	9.9816e-01
TP63	9.9728e-01
SLC7A1	9.9291e-01
FOXO3	9.8806e-01
ZIC2	9.7362e-01
ROR1	9.9645e-01
SMAD1	9.8803e-01
PPARGC1A	9.9730e-01
MMP14	9.9522e-01
SRGAP1	9.9845e-01
CNNM2	9.9521e-01
MEGF9	9.8810e-01
GANAB	9.9873e-01
RBL2	9.9835e-01
RPS6KA4	9.9715e-01
LRFN3	9.7322e-01
APEX2	9.7302e-01
MBD1	9.9717e-01
HSPD1	9.9257e-01
MPP1	9.8770e-01
STX1B	9.8766e-01
ACRC	9.8788e-01
SWT1	9.9759e-01
LPCAT3	9.9508e-01
ATP6V0A1	9.9797e-01
ATP6V0D1	9.8763e-01
CPE	9.9233e-01
DPP8	9.9791e-01
PPP1R13B	9.9811e-01
RALA	9.7289e-01
TERF2	9.9237e-01
SAE1	9.8760e-01
INHBB	9.7287e-01
WNT5A	9.8732e-01
TRIM39	9.9474e-01
L3MBTL3	9.9744e-01
GPRASP2	9.8751e-01
LSAMP	9.8742e-01
SRPK2	9.9697e-01
PABPC1	9.9601e-01
FOXJ3	9.9598e-01
NABP2	9.7257e-01
GRHL2	9.9683e-01
GTF2I	9.9592e-01
FGFR2	9.9731e-01
HNRNPH3	9.9221e-01
TRIM2	9.9603e-01
TGFB3	9.8727e-01
SLC8A1	9.9570e-01
APPBP2	9.9567e-01
HSP90B1	9.9720e-01
RAB10	9.7213e-01
FBXO28	9.8681e-01
SUGP1	9.9568e-01
CHAMP1	9.9197e-01
ODF1	9.7210e-01
LSM12	9.7211e-01
MCMBP	9.9565e-01
MYO16	9.9851e-01
ADCY1	9.9747e-01
DCAF15	9.9420e-01
FRYL	9.9727e-01
RPL15	9.7146e-01
COPS6	9.8666e-01
PKNOX2	9.9174e-01
RBPMS	9.7173e-01
RPS10	9.7108e-01
TCF7L2	9.9537e-01
ATAD2	9.9820e-01
SPRY2	9.7126e-01
PLXNC1	9.9811e-01
SLC4A4	9.9722e-01
OMG	9.7114e-01
GMDS	9.9132e-01
TAF7L	9.8636e-01
BANP	9.9388e-01
CDC27	9.9675e-01
RFX1	9.9724e-01
DPYSL2	9.9375e-01
SPIN1	9.7049e-01
PPP1CA	9.8588e-01
TAOK1	9.9787e-01
FBXO42	9.9503e-01
FBXO45	9.7063e-01
KCNH2	9.9593e-01
LMX1A	9.9114e-01
OGDH	9.9728e-01
SLTM	9.9785e-01
FMN2	9.9772e-01
ADD2	9.9610e-01
KCNN2	9.9099e-01
VWC2	9.7088e-01
ERP44	9.9106e-01
IQGAP1	9.9754e-01
QRICH1	9.9576e-01
SSRP1	9.9585e-01
EIF3G	9.8546e-01
RQCD1	9.8565e-01
FAM193B	9.9330e-01
DAPK1	9.9767e-01
AFF2	9.9577e-01
TARDBP	9.8542e-01
ADAM23	9.9709e-01
MTMR12	9.9638e-01
NR0B1	9.7025e-01
PTK7	9.9721e-01
ZNF770	9.9077e-01
FHL1	9.6979e-01
RPS3A	9.7002e-01
PSMB1	9.6996e-01
NASP	9.9553e-01
ARID3A	9.9065e-01
RBM15	9.9474e-01
